date,state,cases_import,cases_new,cases_recovered
2/3/20,Negeri Sembilan,0,0,0
2/3/20,Pahang,0,0,0
2/3/20,Perak,0,0,0
2/3/20,Perlis,0,0,0
2/3/20,Pulau Pinang,0,0,0
2/3/20,Sabah,0,0,0
2/3/20,Sarawak,0,0,0
2/3/20,Selangor,0,0,0
2/3/20,Terengganu,0,0,0
2/3/20,W.P. Kuala Lumpur,0,0,0
2/3/20,W.P. Labuan,0,0,0
2/3/20,W.P. Putrajaya,0,0,0
2/4/20,Johor,0,0,0
2/4/20,Kedah,0,0,0
2/4/20,Kelantan,0,0,0
2/4/20,Melaka,0,0,0
2/4/20,Negeri Sembilan,0,0,0
2/4/20,Pahang,0,0,0
2/4/20,Perak,0,0,0
2/4/20,Perlis,0,0,0
2/4/20,Pulau Pinang,0,0,0
2/4/20,Sabah,0,0,0
2/4/20,Sarawak,0,0,0
2/4/20,Selangor,1,1,0
2/4/20,Terengganu,0,0,0
2/4/20,W.P. Kuala Lumpur,1,1,0
2/4/20,W.P. Labuan,0,0,0
2/4/20,W.P. Putrajaya,0,0,0
2/5/20,Johor,0,0,0
2/5/20,Kedah,0,0,1
2/5/20,Kelantan,0,0,0
2/5/20,Melaka,0,0,0
2/5/20,Negeri Sembilan,2,2,0
2/5/20,Pahang,0,0,0
2/5/20,Perak,0,0,0
2/5/20,Perlis,0,0,0
2/5/20,Pulau Pinang,0,0,0
2/5/20,Sabah,0,0,0
2/5/20,Sarawak,0,0,0
2/5/20,Selangor,0,0,0
2/5/20,Terengganu,0,0,0
2/5/20,W.P. Kuala Lumpur,0,0,0
2/5/20,W.P. Labuan,0,0,0
2/5/20,W.P. Putrajaya,0,0,0
2/6/20,Johor,0,0,0
2/6/20,Kedah,0,1,0
2/6/20,Kelantan,0,0,0
2/6/20,Melaka,0,0,0
2/6/20,Negeri Sembilan,0,0,0
2/6/20,Pahang,0,0,0
2/6/20,Perak,0,0,0
2/6/20,Perlis,0,0,0
2/6/20,Pulau Pinang,0,0,0
2/6/20,Sabah,0,0,0
2/6/20,Sarawak,0,0,0
2/6/20,Selangor,0,0,0
2/6/20,Terengganu,0,0,0
2/6/20,W.P. Kuala Lumpur,1,1,0
2/6/20,W.P. Labuan,0,0,0
2/6/20,W.P. Putrajaya,0,0,0
2/7/20,Johor,1,1,0
2/7/20,Kedah,0,0,0
2/7/20,Kelantan,0,0,0
2/7/20,Melaka,0,0,0
2/7/20,Negeri Sembilan,0,0,0
2/7/20,Pahang,0,0,0
2/7/20,Perak,0,0,0
2/7/20,Perlis,0,0,0
2/7/20,Pulau Pinang,0,0,0
2/7/20,Sabah,0,0,0
2/7/20,Sarawak,0,0,0
2/7/20,Selangor,0,0,0
2/7/20,Terengganu,0,0,0
2/7/20,W.P. Kuala Lumpur,0,0,0
2/7/20,W.P. Labuan,0,0,0
2/7/20,W.P. Putrajaya,0,0,0
2/8/20,Johor,0,0,1
2/8/20,Kedah,0,0,0
2/8/20,Kelantan,0,0,0
2/8/20,Melaka,0,0,0
2/8/20,Negeri Sembilan,0,0,0
2/8/20,Pahang,0,0,0
2/8/20,Perak,0,0,0
2/8/20,Perlis,0,0,0
2/8/20,Pulau Pinang,0,0,0
2/8/20,Sabah,0,0,0
2/8/20,Sarawak,0,0,0
2/8/20,Selangor,0,0,0
2/8/20,Terengganu,0,0,0
2/8/20,W.P. Kuala Lumpur,1,1,0
2/8/20,W.P. Labuan,0,0,0
2/8/20,W.P. Putrajaya,0,0,0
2/9/20,Johor,0,0,0
2/9/20,Kedah,0,0,0
2/9/20,Kelantan,0,0,0
2/9/20,Melaka,0,0,0
2/9/20,Negeri Sembilan,0,0,0
2/9/20,Pahang,0,0,0
2/9/20,Perak,0,0,0
2/9/20,Perlis,0,0,0
2/9/20,Pulau Pinang,0,0,0
2/9/20,Sabah,0,0,0
2/9/20,Sarawak,0,0,0
2/9/20,Selangor,0,1,0
2/9/20,Terengganu,0,0,0
2/9/20,W.P. Kuala Lumpur,0,0,1
2/9/20,W.P. Labuan,0,0,0
2/9/20,W.P. Putrajaya,0,0,0
2/10/20,Johor,0,0,0
2/10/20,Kedah,0,0,0
2/10/20,Kelantan,0,0,0
2/10/20,Melaka,0,0,0
2/10/20,Negeri Sembilan,0,0,0
2/10/20,Pahang,0,0,0
2/10/20,Perak,0,0,0
2/10/20,Perlis,0,0,0
2/10/20,Pulau Pinang,0,0,0
2/10/20,Sabah,0,0,0
2/10/20,Sarawak,0,0,0
2/10/20,Selangor,1,1,0
2/10/20,Terengganu,0,0,0
2/10/20,W.P. Kuala Lumpur,0,0,0
2/10/20,W.P. Labuan,0,0,0
2/10/20,W.P. Putrajaya,0,0,0
2/11/20,Johor,0,0,0
2/11/20,Kedah,0,0,0
2/11/20,Kelantan,0,0,0
2/11/20,Melaka,0,0,0
2/11/20,Negeri Sembilan,0,0,0
2/11/20,Pahang,0,0,0
2/11/20,Perak,0,0,0
