date,state,cases_import,cases_new,cases_recovered
8/15/21,Kelantan,0,1025,832
8/15/21,Melaka,0,631,542
8/15/21,Negeri Sembilan,0,698,705
8/15/21,Pahang,6,926,653
8/15/21,Perak,0,1069,781
8/15/21,Perlis,0,21,18
8/15/21,Pulau Pinang,0,1111,129
8/15/21,Sabah,0,1665,1227
8/15/21,Sarawak,2,963,586
8/15/21,Selangor,3,7307,6329
8/15/21,Terengganu,0,534,526
8/15/21,W.P. Kuala Lumpur,3,1442,2092
8/15/21,W.P. Labuan,0,3,1
8/15/21,W.P. Putrajaya,0,47,69
8/16/21,Johor,0,1510,1163
8/16/21,Kedah,0,1592,1354
8/16/21,Kelantan,0,1227,905
8/16/21,Melaka,0,1120,481
8/16/21,Negeri Sembilan,0,343,853
8/16/21,Pahang,0,646,521
8/16/21,Perak,0,938,739
8/16/21,Perlis,0,20,16
8/16/21,Pulau Pinang,1,1251,1222
8/16/21,Sabah,0,1728,1517
8/16/21,Sarawak,2,1566,470
8/16/21,Selangor,15,5706,6198
8/16/21,Terengganu,0,688,416
8/16/21,W.P. Kuala Lumpur,1,1360,1546
8/16/21,W.P. Labuan,0,2,7
8/16/21,W.P. Putrajaya,0,43,42
8/17/21,Johor,0,1309,1236
8/17/21,Kedah,0,1863,1287
8/17/21,Kelantan,0,1268,628
8/17/21,Melaka,0,623,493
8/17/21,Negeri Sembilan,0,490,737
8/17/21,Pahang,0,670,613
8/17/21,Perak,0,1101,622
8/17/21,Perlis,0,37,23
8/17/21,Pulau Pinang,0,1275,931
8/17/21,Sabah,0,2103,638
8/17/21,Sarawak,0,835,645
8/17/21,Selangor,2,5753,5874
8/17/21,Terengganu,0,498,294
8/17/21,W.P. Kuala Lumpur,5,1765,2364
8/17/21,W.P. Labuan,0,0,7
8/17/21,W.P. Putrajaya,0,41,75
8/18/21,Johor,0,1477,1096
8/18/21,Kedah,0,1852,1269
8/18/21,Kelantan,0,1351,339
8/18/21,Melaka,0,579,535
8/18/21,Negeri Sembilan,0,577,644
8/18/21,Pahang,0,675,541
8/18/21,Perak,0,1036,888
8/18/21,Perlis,0,50,28
8/18/21,Pulau Pinang,0,1867,1487
8/18/21,Sabah,0,2413,828
8/18/21,Sarawak,0,1403,754
8/18/21,Selangor,4,6858,8241
8/18/21,Terengganu,0,487,550
8/18/21,W.P. Kuala Lumpur,0,1587,2419
8/18/21,W.P. Labuan,0,5,10
8/18/21,W.P. Putrajaya,0,25,51
8/19/21,Johor,0,1526,1363
8/19/21,Kedah,0,2137,1623
8/19/21,Kelantan,0,1271,1446
8/19/21,Melaka,0,737,539
8/19/21,Negeri Sembilan,0,556,903
8/19/21,Pahang,0,736,583
8/19/21,Perak,0,1229,759
8/19/21,Perlis,0,42,16
8/19/21,Pulau Pinang,3,1655,746
8/19/21,Sabah,0,2583,2037
8/19/21,Sarawak,1,1206,637
8/19/21,Selangor,0,7175,8417
8/19/21,Terengganu,0,621,479
8/19/21,W.P. Kuala Lumpur,5,1439,2113
8/19/21,W.P. Labuan,0,9,6
8/19/21,W.P. Putrajaya,0,26,53
8/20/21,Johor,0,1323,1257
8/20/21,Kedah,0,1932,1455
8/20/21,Kelantan,0,1281,964
8/20/21,Melaka,0,610,396
8/20/21,Negeri Sembilan,0,608,966
8/20/21,Pahang,0,517,660
8/20/21,Perak,0,1248,624
8/20/21,Perlis,0,64,18
8/20/21,Pulau Pinang,0,1523,822
8/20/21,Sabah,0,2738,1756
8/20/21,Sarawak,3,2548,574
8/20/21,Selangor,2,6974,8801
8/20/21,Terengganu,0,521,533
8/20/21,W.P. Kuala Lumpur,18,1652,2507
8/20/21,W.P. Labuan,0,1,1
8/20/21,W.P. Putrajaya,0,24,114
8/21/21,Johor,1,1558,1012
8/21/21,Kedah,0,1880,1780
8/21/21,Kelantan,0,1039,845
8/21/21,Melaka,0,882,623
8/21/21,Negeri Sembilan,0,405,893
8/21/21,Pahang,0,664,712
8/21/21,Perak,0,946,829
8/21/21,Perlis,0,38,43
8/21/21,Pulau Pinang,0,1459,205
8/21/21,Sabah,0,2651,1153
8/21/21,Sarawak,0,1964,700
8/21/21,Selangor,2,7011,6812
8/21/21,Terengganu,37,495,507
8/21/21,W.P. Kuala Lumpur,0,1220,2399
8/21/21,W.P. Labuan,0,9,6
8/21/21,W.P. Putrajaya,0,41,57
8/22/21,Johor,0,1391,1225
8/22/21,Kedah,0,1948,1891
8/22/21,Kelantan,0,1196,1107
8/22/21,Melaka,0,558,391
8/22/21,Negeri Sembilan,0,508,1055
8/22/21,Pahang,0,598,437
8/22/21,Perak,0,703,835
8/22/21,Perlis,0,54,11
8/22/21,Pulau Pinang,0,1501,648
8/22/21,Sabah,0,2638,903
8/22/21,Sarawak,1,1772,632
8/22/21,Selangor,2,5379,6453
8/22/21,Terengganu,0,534,668
8/22/21,W.P. Kuala Lumpur,2,999,1870
8/22/21,W.P. Labuan,0,4,4
8/22/21,W.P. Putrajaya,0,24,70
8/23/21,Johor,1,1367,1299
8/23/21,Kedah,0,1602,2084
8/23/21,Kelantan,0,1176,1274
8/23/21,Melaka,0,363,250
8/23/21,Negeri Sembilan,0,478,1161
8/23/21,Pahang,0,506,690
8/23/21,Perak,0,952,1139
8/23/21,Perlis,0,57,12
8/23/21,Pulau Pinang,0,1451,875
8/23/21,Sabah,0,2474,1743
8/23/21,Sarawak,4,1538,534
8/23/21,Selangor,0,4316,5759
8/23/21,Terengganu,0,470,578
8/23/21,W.P. Kuala Lumpur,3,891,1587
8/23/21,W.P. Labuan,0,7,6
8/23/21,W.P. Putrajaya,0,24,62
8/24/21,Johor,0,1743,1305
8/24/21,Kedah,0,1772,1648
8/24/21,Kelantan,0,1422,935
8/24/21,Melaka,0,396,665
8/24/21,Negeri Sembilan,4,351,580
8/24/21,Pahang,0,521,456
8/24/21,Perak,0,1242,634
8/24/21,Perlis,0,74,30
8/24/21,Pulau Pinang,0,2054,549
8/24/21,Sabah,0,3376,830
8/24/21,Sarawak,0,1543,826
8/24/21,Selangor,14,4645,7306
8/24/21,Terengganu,0,383,424
8/24/21,W.P. Kuala Lumpur,4,1284,2345
8/24/21,W.P. Labuan,0,4,9
8/24/21,W.P. Putrajaya,0,27,71
8/25/21,Johor,0,1832,1594
8/25/21,Kedah,0,2279,1813
8/25/21,Kelantan,0,1424,655
8/25/21,Melaka,0,342,534
8/25/21,Negeri Sembilan,0,269,929
8/25/21,Pahang,0,522,545
8/25/21,Perak,0,1390,1155
8/25/21,Perlis,0,44,24
8/25/21,Pulau Pinang,0,1427,1358
8/25/21,Sabah,1,3224,2023
8/25/21,Sarawak,0,1667,720
8/25/21,Selangor,4,6325,6779
8/25/21,Terengganu,0,744,590
8/25/21,W.P. Kuala Lumpur,0,1128,2032
8/25/21,W.P. Labuan,0,4,0
8/25/21,W.P. Putrajaya,0,21,47
8/26/21,Johor,0,2785,1533
8/26/21,Kedah,0,1538,2142
8/26/21,Kelantan,0,1312,1343
8/26/21,Melaka,1,515,423
8/26/21,Negeri Sembilan,0,526,824
8/26/21,Pahang,0,690,923
8/26/21,Perak,0,1170,1379
8/26/21,Perlis,0,67,38
8/26/21,Pulau Pinang,0,2078,1298
8/26/21,Sabah,0,3487,2554
8/26/21,Sarawak,0,2024,1196
8/26/21,Selangor,0,6936,6156
8/26/21,Terengganu,0,567,441
8/26/21,W.P. Kuala Lumpur,7,881,2348
8/26/21,W.P. Labuan,0,3,7
8/26/21,W.P. Putrajaya,0,20,52
8/27/21,Johor,3,1809,1357
8/27/21,Kedah,0,2072,2123
8/27/21,Kelantan,0,1051,1336
8/27/21,Melaka,0,589,710
8/27/21,Negeri Sembilan,2,338,962
8/27/21,Pahang,0,610,669
8/27/21,Perak,0,939,822
8/27/21,Perlis,0,76,38
8/27/21,Pulau Pinang,0,1829,1093
8/27/21,Sabah,0,3010,2272
8/27/21,Sarawak,0,2224,700
8/27/21,Selangor,1,5920,7295
8/27/21,Terengganu,0,488,389
8/27/21,W.P. Kuala Lumpur,9,1068,2045
8/27/21,W.P. Labuan,0,8,4
8/27/21,W.P. Putrajaya,0,39,62
8/28/21,Johor,1,1896,1271
8/28/21,Kedah,0,2162,1867
8/28/21,Kelantan,0,1289,1355
8/28/21,Melaka,0,269,432
8/28/21,Negeri Sembilan,0,345,711
8/28/21,Pahang,0,579,840
8/28/21,Perak,0,1061,905
8/28/21,Perlis,0,98,56
8/28/21,Pulau Pinang,0,1920,1237
8/28/21,Sabah,0,2834,1136
8/28/21,Sarawak,2,2427,854
8/28/21,Selangor,3,5814,6373
8/28/21,Terengganu,0,739,481
8/28/21,W.P. Kuala Lumpur,6,1111,1920
8/28/21,W.P. Labuan,0,5,2
8/28/21,W.P. Putrajaya,0,48,52
8/29/21,Johor,0,1852,1365
8/29/21,Kedah,0,1755,1940
8/29/21,Kelantan,0,1316,1356
8/29/21,Melaka,0,636,594
8/29/21,Negeri Sembilan,0,329,548
8/29/21,Pahang,0,839,635
8/29/21,Perak,0,1208,1507
8/29/21,Perlis,0,56,27
8/29/21,Pulau Pinang,0,1378,1082
8/29/21,Sabah,1,2578,1748
8/29/21,Sarawak,0,2522,1102
8/29/21,Selangor,0,4591,7201
8/29/21,Terengganu,0,789,286
8/29/21,W.P. Kuala Lumpur,5,680,1402
8/29/21,W.P. Labuan,1,2,0
8/29/21,W.P. Putrajaya,0,48,52
8/30/21,Johor,0,2265,1355
8/30/21,Kedah,0,2084,1913
8/30/21,Kelantan,0,1308,1425
8/30/21,Melaka,0,395,1085
8/30/21,Negeri Sembilan,0,269,382
8/30/21,Pahang,0,788,514
8/30/21,Perak,0,1144,1144
8/30/21,Perlis,0,71,28
8/30/21,Pulau Pinang,3,1780,1305
8/30/21,Sabah,0,2310,3041
8/30/21,Sarawak,0,2028,1430
8/30/21,Selangor,0,3567,5720
8/30/21,Terengganu,0,544,479
8/30/21,W.P. Kuala Lumpur,13,672,1393
8/30/21,W.P. Labuan,0,2,1
8/30/21,W.P. Putrajaya,0,41,42
8/31/21,Johor,0,2159,1239
8/31/21,Kedah,0,1942,1870
8/31/21,Kelantan,0,1479,1233
8/31/21,Melaka,0,417,611
8/31/21,Negeri Sembilan,0,215,473
8/31/21,Pahang,0,798,545
8/31/21,Perak,0,1204,1167
8/31/21,Perlis,0,64,55
8/31/21,Pulau Pinang,0,1732,1597
8/31/21,Sabah,0,2594,2621
8/31/21,Sarawak,0,2285,1091
8/31/21,Selangor,1,4371,3729
8/31/21,Terengganu,0,608,505
8/31/21,W.P. Kuala Lumpur,0,1003,1678
8/31/21,W.P. Labuan,0,1,4
8/31/21,W.P. Putrajaya,0,25,47
9/1/21,Johor,0,1993,1390
9/1/21,Kedah,0,1585,1567
9/1/21,Kelantan,0,1504,1005
9/1/21,Melaka,0,309,521
9/1/21,Negeri Sembilan,1,291,526
9/1/21,Pahang,0,715,696
9/1/21,Perak,0,899,762
9/1/21,Perlis,0,33,40
9/1/21,Pulau Pinang,0,1762,1781
9/1/21,Sabah,0,2430,2345
9/1/21,Sarawak,0,2414,1465
9/1/21,Selangor,1,3711,6829
9/1/21,Terengganu,0,506,573
9/1/21,W.P. Kuala Lumpur,3,573,1531
9/1/21,W.P. Labuan,0,3,12
9/1/21,W.P. Putrajaya,0,34,30
